	mean_sigma	alpha	beta	prior_sigma	Y_mean	X_mean	Z_mean	gene
ENSG00000145284	0.418271113	6.025956125	8.333649903	0.491736774	22.84522	24.98412698	2.146067416	SCD5
ENSG00000185963	0.460486981	6.546444946	7.697674695	0.487758155	16.082693	24.98412698	1.93258427	BICD2
ENSG00000068724	0.730612686	9.004089059	3.209165671	0.51840182	54.539585	25	0.730337079	TTC7A
ENSG00000104442	0.576656057	7.380409182	5.53134935	0.488799833	10.754774	24.98412698	1.337078652	ARMC1
ENSG00000182890	0.203914682	3.534246682	13.59206611	0.503628196	0.017858382	3.650793651	0.876404494	GLUD2
ENSG00000197863	0.493747488	6.450528769	6.761284642	0.498250529	1.9981956	24.95238095	1.191011236	ZNF790
ENSG00000135220	0.086535132	1.846998916	19.08546079	0.494400475	5.4780183	7.698412698	2.617977528	UGT2A3
ENSG00000114270	0.37019707	5.586328045	9.56850316	0.513257192	336.78998	25	2.876404494	COL7A1
ENSG00000189046	0.498689071	6.67150457	6.800666971	0.512211816	9.247112	25	1.651685393	ALKBH2
ENSG00000124193	0.797187203	9.3011585	2.407258623	0.485915843	85.5552	25	0.426966292	SRSF6
ENSG00000159596	0.39254996	5.766854749	8.8007836	0.491995495	6.7300324	24.96825397	2.348314607	TMEM69
ENSG00000165409	0.146438485	2.679424004	15.25854231	0.497749235	37.30348	16.98412698	2.943820225	TSHR
ENSG00000205629	0.548978961	7.452773114	6.12685754	0.504139712	51.33803	25	1.651685393	LCMT1
ENSG00000007545	0.36526451	5.532235328	9.555585925	0.50289441	18.300041	24.98412698	2.280898876	CRAMP1
ENSG00000166037	0.625130554	7.804093462	4.740007742	0.500738735	23.07975	25	1.337078652	CEP57
ENSG00000140478	0.16521673	2.922611492	14.93689515	0.502786528	1.5355601	19.42857143	2.898876404	GOLGA6D
ENSG00000181072	0.282416896	4.240386741	10.6192877	0.496133765	0.58093464	8.333333333	0.808988764	CHRM2
ENSG00000004777	0.490006364	6.982658786	7.230951792	0.499059702	44.336845	24.98412698	1.853932584	ARHGAP33
ENSG00000204231	0.779948744	8.681579441	2.485466747	0.500036763	58.38296	25	0.528089888	RXRB
ENSG00000173744	0.499985865	6.945232841	7.078539447	0.503355033	50.502796	25	1.797752809	AGFG1
ENSG00000111962	0.363489988	5.23666552	9.13123624	0.501369403	8.205381	24.98412698	2.213483146	UST
ENSG00000178828	0.04312531	1.121458763	24.6808	0.493823786	0.027369184	2.492063492	2.797752809	RNF186
ENSG00000143545	0.491193674	7.117145465	7.4184622	0.485469929	148.82841	25	2.112359551	RAB13
ENSG00000182795	0.316099054	4.548137603	10.09266961	0.491821736	4.179118	15.36507937	1.741573034	C1orf116
ENSG00000215186	0.175778607	2.995229286	14.28902057	0.50284472	1.290307	19.92063492	2.898876404	GOLGA6B
ENSG00000164934	0.616171167	8.02076851	5.008374698	0.493066546	32.131523	25	1.258426966	DCAF13
ENSG00000172336	0.354517515	4.983053568	9.503636966	0.506587185	4.2863474	25	2.382022472	POP7
ENSG00000164362	0.064286919	1.550329056	21.41629033	0.513876244	0.290012	10.20634921	3	TERT
ENSG00000112232	0.312033606	4.591196694	10.41618042	0.507617901	2.5838442	19.17460317	1.719101124	KHDRBS2
ENSG00000153012	0.280970313	4.330123522	11.03411477	0.501648876	2.166407	23.53968254	2.539325843	LGI2
ENSG00000120925	0.443804171	6.177668371	7.923111371	0.503725054	7.8833685	24.96825397	2.06741573	RNF170
ENSG00000132405	0.550078123	7.49161546	6.084825698	0.502672268	39.418037	25	1.617977528	TBC1D14
ENSG00000153574	0.500810904	6.927190163	6.8310488	0.50628435	18.82785	25	1.764044944	RPIA
ENSG00000158186	0.645141158	7.750255723	4.397527621	0.506491307	22.844772	24.98412698	1.02247191	MRAS
ENSG00000169495	0.12250541	2.419577954	17.2998104	0.496235903	0.6180525	15.44444444	2.97752809	HTRA4
ENSG00000105612	0.442549296	6.372395051	7.990564901	0.507580522	31.792677	25	2.269662921	DNASE2
ENSG00000119673	0.597354188	7.888418887	5.436730012	0.499519089	24.784521	25	1.348314607	ACOT2
ENSG00000167476	0.190553707	3.222066967	13.94927968	0.491181192	2.230878	21.46031746	2.97752809	JSRP1
ENSG00000056277	0.425155642	5.852982361	8.021580425	0.496662542	2.776499	24.92063492	1.797752809	ZNF280C
ENSG00000145022	0.660276453	7.65979634	3.982681109	0.505165783	10.725422	25	0.752808989	TCTA
ENSG00000159658	0.694255969	8.425062364	3.81487341	0.496908321	43.547493	25	1.04494382	EFCAB14
ENSG00000138777	0.684171039	8.871450361	4.089986773	0.482907183	104.57987	25	1.269662921	PPA2
ENSG00000138347	0.145389096	2.647779538	15.62469559	0.501656347	4.7246075	18.23809524	2.95505618	MYPN
ENSG00000159423	0.49770988	6.855855178	6.987640989	0.501904399	71.065155	25	1.93258427	ALDH4A1
ENSG00000185800	0.493719714	6.726289541	6.866693554	0.496125704	13.079967	24.98412698	1.629213483	DMWD
ENSG00000133460	0.401353487	5.686000724	8.694320995	0.510123923	11.10182	24.98412698	2.168539326	SLC2A11
ENSG00000175946	0.202019044	3.374283016	13.52624197	0.505816432	0.58317584	14.6031746	2.056179775	KLHL38
ENSG00000145861	0.41246097	5.771489347	8.264994652	0.50266311	1.2857493	23.93650794	1.528089888	C1QTNF2
ENSG00000144674	0.719380634	9.013241743	3.544432134	0.496753685	102.12664	25	1.02247191	GOLGA4
ENSG00000009830	0.466843384	6.562922291	7.50519074	0.510812169	39.709118	25	2.112359551	POMT2
ENSG00000115525	0.361997396	5.332944108	9.348272139	0.487309212	25.956715	24.98412698	2.393258427	ST3GAL5
ENSG00000221821	0.246806052	3.935187206	12.30567711	0.489949505	0.001057651	0.142857143	0.078651685	C6orf226
ENSG00000131848	0.300260256	4.533449624	10.39814296	0.481106651	2.5006115	24.98412698	2.651685393	ZSCAN5A
ENSG00000080644	0.128034681	2.471292284	16.68433867	0.496578857	1.1842549	15.25396825	2.887640449	CHRNA3
ENSG00000092020	0.718396444	8.72666309	3.500504724	0.500282153	37.41872	25	0.95505618	PPP2R3C
ENSG00000158485	0.201610856	3.38821107	13.48443217	0.502277938	0.4811018	9.253968254	1.831460674	CD1B
ENSG00000105556	0.634853894	8.055422647	4.724107294	0.494552093	35.190155	24.98412698	1.303370787	MIER2
ENSG00000003096	0.326883554	4.84602367	10.05756175	0.481477475	3.9696221	24.66666667	2.404494382	KLHL13
ENSG00000163462	0.226703132	3.774582934	12.5366832	0.485830859	4.0293937	24.14285714	2.966292135	TRIM46
ENSG00000177606	0.157757154	2.82440534	15.30085273	0.499782881	0.71203905	12.25396825	2.382022472	JUN
ENSG00000105767	0.326203212	5.024132664	10.13341556	0.509148379	43.615444	24.98412698	2.606741573	CADM4
ENSG00000120071	0.435117975	6.253038084	8.205154553	0.485375334	38.371323	24.98412698	2.04494382	KANSL1
ENSG00000123119	0.208451906	3.464154017	12.94427095	0.505973369	3.2847924	18.82539683	2.629213483	NECAB1
ENSG00000175564	0.236484398	3.944711854	12.4460048	0.504142557	3.0228083	24.65079365	2.93258427	UCP3
ENSG00000182568	0.38273742	5.4657537	8.929003511	0.499406187	29.069418	24.98412698	2.516853933	SATB1
ENSG00000183258	0.700174203	9.060957171	3.900002439	0.494767113	110.87452	25	1.157303371	DDX41
ENSG00000215012	0.240161873	3.955619906	12.31361417	0.494065694	1.2164181	24.87301587	3	RTL10
ENSG00000105245	0.37940856	5.653949932	9.221646981	0.501586166	28.887796	24.98412698	2.595505618	NUMBL
ENSG00000204396	0.312169585	4.720323548	10.36838981	0.515748543	7.481789	24.96825397	2.752808989	VWA7
ENSG00000160584	0.808608287	8.870769319	2.153488803	0.495638659	51.185417	25	0.168539326	SIK3
ENSG00000154114	0.502902821	6.730769118	6.606923491	0.501518666	6.3583508	24.98412698	1.629213483	TBCEL
ENSG00000166548	0.539581145	7.359434648	6.266890069	0.496125302	28.913599	25	1.741573034	TK2
ENSG00000183735	0.590497191	7.739811818	5.346076482	0.508086694	39.78484	25	1.314606742	TBK1
ENSG00000168778	0.390872631	5.792181315	9.017802857	0.495578054	22.951515	25	2.303370787	TCTN2
ENSG00000113721	0.41955918	6.299266307	8.76405329	0.513096818	218.63957	25	2.617977528	PDGFRB
ENSG00000062822	0.695412265	8.413715072	3.680233428	0.501473932	32.793167	24.98412698	0.898876404	POLD1
ENSG00000111669	0.627513123	8.675890207	5.028627834	0.511474165	392.28003	25	1.528089888	TPI1
ENSG00000145824	0.483449002	6.793496615	7.283295191	0.495386799	85.85505	24.93650794	1.842696629	CXCL14
ENSG00000130826	0.723882708	8.813974274	3.388557433	0.50980192	53.640026	24.98412698	0.674157303	DKC1
ENSG00000149452	0.05184123	1.346048445	23.5200067	0.508060895	14.769282	7.873015873	2.97752809	SLC22A8
ENSG00000197153	0.227005081	3.828662627	13.00601963	0.504992448	0.000389754	0.095238095	0.235955056	HIST1H3J
ENSG00000187626	0.467899646	6.259264606	7.200762467	0.496376343	1.7367013	24.93650794	1.528089888	ZKSCAN4
ENSG00000166855	0.624274653	8.048599983	4.811978775	0.508701746	44.860123	25	1.449438202	CLPX
ENSG00000124678	0.185364926	3.240839179	14.36351117	0.499529839	5.1704698	21.53968254	2.943820225	TCP11
ENSG00000143772	0.346078419	5.11038056	9.682404519	0.507691627	19.69822	24.98412698	2.730337079	ITPKB
ENSG00000173442	0.576228644	7.917794046	5.793422468	0.509165795	158.69823	25	1.662921348	EHBP1L1
ENSG00000102978	0.630957216	8.330040476	4.785497301	0.50200378	65.03707	25	1.303370787	POLR2C
ENSG00000137177	0.582318046	7.792751489	5.585278869	0.498037587	73.61939	25	1.584269663	KIF13A
ENSG00000167552	0.772634247	9.022599187	2.617118466	0.51340624	119.92553	25	0.483146067	TUBA1A
ENSG00000180176	0.173525144	3.001835883	14.57157883	0.495386631	21.346992	21.04761905	2.921348315	TH
ENSG00000134249	0.01348064	0.333406544	25.34756233	0.493325523	0.002510023	0.222222222	2.988764045	ADAM30
ENSG00000019549	0.604453611	7.0336841	4.65778354	0.491385954	4.6925488	24.38095238	1	SNAI2
ENSG00000170017	0.484375553	6.851429839	7.117254809	0.507092687	43.768745	25	1.887640449	ALCAM
ENSG00000157077	0.433965057	6.385193326	8.258155136	0.498863953	40.68207	25	2.314606742	ZFYVE9
ENSG00000164050	0.670164034	9.08788841	4.531619905	0.49605569	301.4011	25	1.483146067	PLXNB1
ENSG00000120159	0.527304206	6.90523659	6.271917464	0.487791632	8.833784	24.96825397	1.314606742	CAAP1
ENSG00000135436	0.172554495	3.078085592	14.25007948	0.49507552	0.7777278	20.85714286	3	FAM186B
ENSG00000006747	0.33572294	5.117458095	9.788951253	0.509791365	22.558554	24.31746032	2.415730337	SCIN
ENSG00000182196	0.76591574	9.160654093	2.839465227	0.503269669	86.85199	25	0.853932584	ARL6IP4
ENSG00000185477	0.139027816	2.579495864	16.41432492	0.496726582	0.11035843	13.84126984	2.561797753	GPRIN3
ENSG00000137074	0.715706914	8.301188443	3.295486262	0.497067936	23.375927	25	0.730337079	APTX
ENSG00000167315	0.49737403	6.966663682	7.001873363	0.496345317	127.8865	24.98412698	1.97752809	ACAA2
ENSG00000106785	0.522093299	7.050030458	6.312525786	0.504736272	8.00549	24.92063492	1.573033708	TRIM14
ENSG00000006432	0.38365924	5.397727013	8.757572086	0.498643709	2.453218	24.23809524	1.95505618	MAP3K9
ENSG00000144713	0.621557168	8.995269515	5.468079951	0.520348893	953.5044	25	1.876404494	RPL32
ENSG00000186575	0.674471025	8.284407837	3.952661315	0.499145753	27.734102	24.98412698	0.853932584	NF2
ENSG00000196476	0.413343069	6.084188002	8.500501011	0.504940923	26.92497	24.98412698	2.224719101	C20orf96
ENSG00000113273	0.437718565	6.069809741	7.639739098	0.496306696	4.925531	24.98412698	1.640449438	ARSB
ENSG00000117305	0.557028416	7.599180233	6.122224482	0.499169026	54.221596	25	1.651685393	HMGCL
ENSG00000054983	0.424402544	6.206470629	8.233681006	0.490464842	26.428818	24.98412698	2.033707865	GALC
ENSG00000164048	0.294535837	4.530123329	10.72476734	0.496327808	4.1283917	24.9047619	2.438202247	ZNF589
ENSG00000132254	0.49067469	7.111676267	7.256337285	0.497989626	54.512127	25	1.97752809	ARFIP2
ENSG00000135624	0.802232467	10.21224025	2.570832359	0.503268073	226.36319	25	0.662921348	CCT7
ENSG00000104687	0.588632327	7.886506137	5.542832542	0.504801799	51.502083	25	1.651685393	GSR
ENSG00000165118	0.386849099	5.641740306	8.970873678	0.505977132	3.956439	24.98412698	2.06741573	C9orf64
ENSG00000177511	0.057333954	1.354282705	23.09128601	0.502643987	0.4158904	8.095238095	2.887640449	ST8SIA3
ENSG00000186150	0.014645909	0.331356002	23.777297	0.501681667	0.004639954	0.095238095	2.97752809	UBL4B
ENSG00000239704	0.317509472	4.876015475	10.42502713	0.506400645	2.149237	24.84126984	2.393258427	CDRT4
ENSG00000151729	0.500664946	6.929248206	6.897561063	0.502532354	66.02349	25	1.786516854	SLC25A4
ENSG00000177042	0.353709734	5.424196056	9.774615417	0.497577182	18.586191	25	2.460674157	TMEM80
ENSG00000128294	0.510485658	6.995487901	6.778849761	0.495925289	36.64312	25	1.865168539	TPST2
ENSG00000143110	0.471247882	6.694683231	7.630760341	0.499245145	23.012285	25	1.730337079	C1orf162
ENSG00000196990	0.113056042	2.244867647	18.45372056	0.497512953	0.88917756	12.74603175	2.696629213	FAM163B
ENSG00000134216	0.172021905	2.907847566	14.58552364	0.507807301	3.0047772	10.71428571	2.179775281	CHIA
ENSG00000184992	0.46389351	6.338122563	7.193780421	0.508051585	1.153405	24.74603175	1.561797753	BRI3BP
ENSG00000171497	0.500681178	6.933030662	7.071556013	0.508184399	35.169888	25	1.95505618	PPID
ENSG00000168040	0.336739723	5.014109854	9.863988747	0.501456197	1.364529	24.93650794	2.123595506	FADD
ENSG00000197818	0.382604703	5.614602746	9.005851025	0.492691463	13.844176	24.96825397	2.370786517	SLC9A8
ENSG00000169224	0.224827736	3.662592225	12.17759161	0.501066215	0.2867497	12.85714286	1.797752809	GCSAML
ENSG00000166444	0.713288402	9.165188994	3.584082752	0.504214526	128.41634	24.98412698	1.08988764	ST5
ENSG00000144115	0.405324569	5.883460616	8.839686782	0.506219091	27.97742	24.95238095	2.426966292	THNSL2
ENSG00000196505	0.412188561	5.93655766	8.55751989	0.512587556	9.173498	24.98412698	1.966292135	GDAP2
ENSG00000139874	0.108785773	2.208135695	18.90363976	0.500112543	0.07410523	7.936507937	2.235955056	SSTR1
ENSG00000163378	0.514887323	7.065244558	6.612794787	0.497985681	21.966005	25	1.617977528	EOGT
ENSG00000165501	0.523334683	6.882665489	6.277569221	0.500128955	2.7998648	24.98412698	1.292134831	LRR1
ENSG00000166394	0.314757558	4.876216622	10.5057043	0.495934096	22.383255	25	2.797752809	CYB5R2
ENSG00000100124	0.593365681	7.732373903	5.262108467	0.488928013	19.779398	24.98412698	1.348314607	ANKRD54
ENSG00000157470	0.26834627	4.093702404	11.12731151	0.49344802	2.4509184	23.92063492	2.370786517	FAM81A
ENSG00000122254	0.150320436	2.777127813	15.45117121	0.505424268	0.8210466	18.79365079	2.95505618	HS3ST2
ENSG00000152061	0.35064549	5.39770005	9.708321169	0.49444553	27.57114	25	2.550561798	RABGAP1L
ENSG00000167985	0.670238559	8.066095612	3.917775957	0.502342619	18.970264	25	0.97752809	SDHAF2
ENSG00000149929	0.405293449	5.839415598	8.642959357	0.517074853	17.10533	25	2.02247191	HIRIP3
ENSG00000181045	0.420327975	6.172040963	8.329502664	0.498611007	48.21851	24.98412698	2.123595506	SLC26A11
ENSG00000228278	0.179793216	3.064566631	14.19183684	0.508631508	413.1759	19.15873016	3	ORM2
ENSG00000149925	0.643809271	9.177823467	5.079979095	0.496343853	1425.3694	25	1.842696629	ALDOA
ENSG00000149651	0.014157488	0.379552116	26.99611914	0.489235874	0.002975961	0.031746032	2.887640449	SPINT4
ENSG00000198435	0.047459134	1.196877755	24.3072567	0.490384389	0.002271403	0.26984127	2.629213483	NRARP
ENSG00000006704	0.587914221	8.050853056	5.533232641	0.502373015	61.645367	24.98412698	1.471910112	GTF2IRD1
ENSG00000189337	0.44229827	6.155544687	7.650678298	0.502525743	15.2887745	25	1.93258427	KAZN
ENSG00000137955	0.52126127	7.217561921	6.683452028	0.506786649	84.005646	25	1.943820225	RABGGTB
ENSG00000213337	0.447167744	6.279077939	7.620829308	0.498170185	5.872675	25	1.651685393	ANKRD39
ENSG00000010270	0.627235972	7.900130207	4.534478577	0.490182404	38.65569	25	1.426966292	STARD3NL
ENSG00000088682	0.542818925	7.62882349	6.295840075	0.519441489	60.13471	25	1.606741573	COQ9
ENSG00000234414	0.039742066	1.010723916	24.18723671	0.509820844	0.5721655	3.634920635	2.865168539	RBMY1A1
ENSG00000197557	0.029794247	0.792975011	26.46980596	0.498397323	0.001363375	0.047619048	2.820224719	TTC30A
ENSG00000180340	0.0683553	1.703584496	22.38415036	0.501186761	6.58E-05	0.015873016	2.213483146	FZD2
ENSG00000136152	0.663772433	8.202972547	4.165674093	0.506726925	31.352999	24.98412698	0.93258427	COG3
ENSG00000130363	0.510616933	6.610350093	6.512461874	0.513409581	4.6588397	24.98412698	1.516853933	RSPH3
ENSG00000213903	0.25540292	4.091889143	11.87133221	0.500301072	5.25664	24.50793651	2.898876404	LTB4R
ENSG00000172410	0.05328699	1.321733115	23.43911885	0.487794353	0.3130309	7.285714286	2.93258427	INSL5
ENSG00000152620	0.482073962	6.80297191	7.271986921	0.509517001	31.061947	25	1.775280899	NADK2
ENSG00000135698	0.42865513	6.089448969	8.012281433	0.504924645	16.117712	25	1.887640449	MPHOSPH6
ENSG00000143217	0.253959788	3.907984891	11.39426127	0.497124386	18.477291	20.96825397	2.584269663	NECTIN4
ENSG00000188334	0.024849839	0.702746994	28.55698718	0.500935131	0.022592233	2.666666667	2.966292135	BSPH1
ENSG00000163602	0.30274986	4.78109197	10.74610082	0.501487983	7.227758	24.98412698	2.640449438	RYBP
ENSG00000123505	0.431432688	6.072050775	8.19945344	0.505492087	43.529285	25	2.337078652	AMD1
ENSG00000168447	0.402638762	5.788646506	8.612112024	0.506782986	56.04585	23.82539683	1.966292135	SCNN1B
ENSG00000144959	0.342943159	5.017921532	9.650221401	0.497568996	2.8739216	24.80952381	2.179775281	NCEH1
ENSG00000197540	0.25029494	4.045549902	12.07032611	0.498895399	1.7848382	24.46031746	2.853932584	GZMM
ENSG00000105176	0.667244316	8.282462372	4.229451202	0.509659381	50.68616	24.98412698	0.93258427	URI1
ENSG00000278224	0.647829681	7.658722376	4.337666121	0.497891734	11.847407	24.98412698	0.820224719	PRICKLE4
ENSG00000204472	0.37216938	5.550067069	8.990297412	0.500229565	34.53383	24.98412698	2.494382022	AIF1
ENSG00000169291	0.501114757	6.902023299	6.715402793	0.491992093	6.6155033	24.77777778	1.460674157	SHE
ENSG00000198369	0.516734271	6.868726244	6.550304274	0.498777214	9.920779	24.96825397	1.370786517	SPRED2
ENSG00000124788	0.631474116	7.985147496	4.69878006	0.505616576	26.453686	24.98412698	0.876404494	ATXN1
ENSG00000105467	0.088889431	1.970804933	19.41185487	0.5030425	0.46615517	13.11111111	2.842696629	SYNGR4
ENSG00000101057	0.547483613	6.685807903	5.53790572	0.498562166	5.247937	23.76190476	1.168539326	MYBL2
ENSG00000103423	0.710776839	8.573795382	3.482691361	0.48163933	57.00697	25	0.775280899	DNAJA3
ENSG00000165525	0.743755908	9.031538326	3.019846014	0.497697046	88.66591	25	1.112359551	NEMF
ENSG00000125871	0.430375278	6.009711821	7.912333734	0.509799457	5.9798717	24.96825397	1.865168539	MGME1
ENSG00000092841	0.596125568	8.713438608	5.686009073	0.504816137	1839.6642	25	1.97752809	MYL6
ENSG00000102003	0.297008704	4.49821241	10.65301593	0.508478012	17.67126	24.71428571	2.629213483	SYP
ENSG00000164171	0.43818925	5.929751853	7.800918899	0.494755179	17.206633	24.68253968	1.831460674	ITGA2
ENSG00000169871	0.51568077	6.813781608	6.446813658	0.502896955	6.314703	24.77777778	1.584269663	TRIM56
ENSG00000116171	0.539461069	7.517238868	6.556309904	0.498913576	133.05722	25	2.08988764	SCP2
ENSG00000244437	0.207363661	3.427905671	13.07267448	0.508284864	77.806496	20.98412698	3	IGKV3-15
ENSG00000253485	0.241168417	3.860356231	11.79757016	0.499317289	0.36092943	22.42857143	2.134831461	PCDHGA5
ENSG00000129116	0.415200534	5.989316756	8.65163047	0.508855498	184.6569	25	2.494382022	PALLD
ENSG00000038427	0.350232178	5.240052016	9.562247776	0.481773965	43.50604	25	2.662921348	VCAN
ENSG00000186132	0.370660386	5.454762277	9.126599094	0.497449688	11.158619	25	2.314606742	C2orf76
ENSG00000176209	0.462949174	6.456226374	7.716747419	0.509948571	21.842161	25	2.033707865	SMIM19
